"accession_id","bio_rep_id","after_ripening","mat_temp","GR"
6036,5,105,15,27.2727272727273
6036,6,21,15,2.67857142857143
6036,6,63,15,46.2365591397849
6036,6,105,15,35.5263157894737
6038,1,21,21,96.8085106382979
6038,1,63,21,100
6038,1,105,21,98.5294117647059
6038,2,21,21,98.3333333333333
6038,2,63,21,100
6038,2,105,21,100
6038,3,21,21,86.8421052631579
6038,3,63,21,96.5909090909091
6038,3,105,21,100
6038,5,21,15,22.8571428571429
6038,5,63,15,55.5555555555556
6038,5,105,15,55.0724637681159
6038,6,21,15,22.8260869565217
6038,6,63,15,59.7222222222222
6038,6,105,15,66.1538461538461
6039,1,21,21,100
6039,1,63,21,100
6039,1,105,21,100
6039,3,21,21,100
6039,3,63,21,100
6039,3,105,21,100
6039,5,21,15,26.3888888888889
6039,5,63,15,85.2272727272727
6039,5,105,15,87.5
6039,6,21,15,41.8367346938776
6039,6,63,15,78.7878787878788
6039,6,105,15,84.7457627118644
6040,1,21,21,0
6040,1,63,21,9.23076923076923
6040,1,105,21,40.2985074626866
6040,2,21,21,5.21739130434783
6040,2,63,21,61.25
6040,2,105,21,82.4324324324324
6040,3,21,21,1.92307692307692
6040,3,63,21,15.1898734177215
6040,3,105,21,62.962962962963
6040,4,21,15,0
6040,4,63,15,0
6040,4,105,15,0
6040,5,21,15,0
6040,5,63,15,0
6040,5,105,15,3.7037037037037
6040,6,21,15,0
6040,6,63,15,0
6040,6,105,15,0
6041,1,21,21,100
6041,1,63,21,100
6041,1,105,21,100
6041,2,21,21,100
6041,2,63,21,100
6041,2,105,21,98.5714285714286
6041,3,21,21,95.0354609929078
6041,3,63,21,100
6041,3,105,21,100
6041,4,21,15,43.2748538011696
6041,4,63,15,94.5945945945946
6041,4,105,15,93.1034482758621
6041,5,21,15,56.8421052631579
6041,5,63,15,65.3846153846154
6041,5,105,15,98.2456140350877
6041,6,21,15,62.8205128205128
6041,6,63,15,80.2631578947368
6041,6,105,15,95.7746478873239
6042,1,21,21,12.7906976744186
6042,1,63,21,93.4782608695652
6042,1,105,21,100
6042,2,21,21,5.68181818181818
6042,2,63,21,92.1348314606742
6042,2,105,21,100
6042,3,21,21,18.8679245283019
6042,3,63,21,82.5688073394495
6042,3,105,21,94.5054945054945
6042,4,21,15,0.78740157480315
6042,4,63,15,11.6279069767442
6042,4,105,15,38.75
6042,5,21,15,8.23529411764706
6042,5,63,15,13.7931034482759
6042,5,105,15,28.3783783783784
6042,6,21,15,0
6042,6,63,15,2.7027027027027
6042,6,105,15,10.6382978723404
6043,1,21,21,85.2941176470588
6043,1,63,21,95.3488372093023
6043,1,105,21,97.2602739726027
6043,2,21,21,87.218045112782
6043,2,63,21,100
6043,2,105,21,100
6043,3,21,21,68.1318681318681
6043,3,63,21,95.3846153846154
6043,3,105,21,94.6428571428571
6043,4,21,15,0
6043,4,63,15,0
6043,4,105,15,1.19047619047619
6043,6,21,15,2.10526315789474
6043,6,63,15,8.95522388059701
6043,6,105,15,14.5161290322581
6073,1,21,21,0
6073,1,63,21,0
6073,1,105,21,1.44927536231884
6073,2,21,21,0
6073,2,63,21,0
6073,2,105,21,0
6073,3,21,21,0
6073,3,63,21,0
6073,3,105,21,0
6073,4,21,15,0
6073,4,63,15,0
6073,4,105,15,0
6073,5,21,15,0
6073,5,63,15,0
6073,5,105,15,0
6086,1,21,21,40.9090909090909
6086,1,63,21,95.7746478873239
6086,1,105,21,100
6086,2,21,21,13.1578947368421
6086,2,63,21,83.0508474576271
6086,2,105,21,98.1481481481482
6086,3,21,21,34.8623853211009
6086,3,63,21,84.7222222222222
6086,3,105,21,92.7272727272727
6086,4,21,15,2.94117647058824
6086,4,63,15,22.8571428571429
6086,4,105,15,28.0701754385965
6086,6,21,15,0
6086,6,63,15,14.2857142857143
6086,6,105,15,41.5384615384615
6092,1,21,21,1.86335403726708
6092,1,63,21,38.6138613861386
6092,1,105,21,13.953488372093
6092,2,21,21,0
6092,2,63,21,23.8636363636364
6092,2,105,21,19.7368421052632
6092,3,21,21,0.892857142857143
6092,3,63,21,3.57142857142857
6092,3,105,21,13.953488372093
6092,4,21,15,0
6092,4,63,15,0.980392156862745
6092,4,105,15,46.0674157303371
6092,5,21,15,0
6092,5,63,15,0
6092,5,105,15,3.2258064516129
6092,6,21,15,0
6092,6,63,15,0
6092,6,105,15,19.2307692307692
6098,1,21,21,0
6098,1,63,21,0
6098,1,105,21,0
6098,2,21,21,0
6098,2,63,21,0
6098,2,105,21,0
6098,3,21,21,0
6098,3,63,21,0
6098,3,105,21,0
6098,4,21,15,0
6098,4,63,15,0
6098,4,105,15,0
6098,5,21,15,0
6098,5,63,15,0
6098,5,105,15,0
6098,6,21,15,0
6098,6,63,15,0
6098,6,105,15,0
6100,1,21,21,0.925925925925926
6100,1,63,21,9.30232558139535
6100,1,105,21,21.3333333333333
6100,2,21,21,2.91970802919708
6100,2,63,21,4.22535211267606
6100,2,105,21,13.6986301369863
6100,3,21,21,2.52100840336134
6100,3,63,21,24.6753246753247
6100,3,105,21,29.5081967213115
6100,4,21,15,0
6100,4,63,15,0
6100,4,105,15,0
6100,5,21,15,0
6100,5,63,15,0
6100,5,105,15,0
6100,6,21,15,0
6100,6,63,15,0
6100,6,105,15,0
6106,1,21,21,0
6106,1,63,21,0
6106,1,105,21,0
6106,2,21,21,0
6106,2,63,21,0
6106,2,105,21,1.33333333333333
6106,3,21,21,0
6106,3,63,21,0
6106,3,105,21,1.2987012987013
6106,4,21,15,0
6106,4,63,15,0
6106,4,105,15,0
6106,5,21,15,0
6106,5,63,15,0
6106,5,105,15,0
6106,6,21,15,0
6106,6,63,15,0
6106,6,105,15,0
6108,1,21,21,85.0574712643678
6108,1,63,21,97.2972972972973
6108,1,105,21,100
6108,2,21,21,89.7727272727273
6108,2,63,21,100
6108,2,105,21,100
6108,3,21,21,84
6108,3,63,21,96.9072164948454
6108,3,105,21,100
6108,4,21,15,0
6108,4,63,15,1.13636363636364
6108,4,105,15,0
6108,5,21,15,3.52941176470588
6108,5,63,15,5.97014925373134
6108,5,105,15,50
6108,6,21,15,0
6108,6,63,15,13.6986301369863
6108,6,105,15,30.1587301587302
6111,1,21,21,0
6111,1,63,21,0
6111,1,105,21,0
6111,2,21,21,0
6111,2,63,21,0
6111,2,105,21,0
6111,3,21,21,0
6111,3,63,21,0
6111,3,105,21,2.22222222222222
6111,4,21,15,0
6111,4,63,15,0
6111,4,105,15,0
6111,5,21,15,0
6111,5,63,15,0
6111,5,105,15,0
6111,6,21,15,0
6111,6,63,15,0
6111,6,105,15,0
6112,1,21,21,1.94805194805195
6112,1,63,21,3.6144578313253
6112,1,105,21,11.7647058823529
6112,2,21,21,5.55555555555556
6112,2,63,21,20
6112,2,105,21,50.6849315068493
6112,3,21,21,34
6112,3,63,21,41.8918918918919
6112,3,105,21,76.056338028169
6112,4,21,15,0
6112,4,63,15,0
6112,4,105,15,5.97014925373134
6112,5,21,15,0
6112,5,63,15,0
6112,5,105,15,3.8961038961039
6112,6,21,15,0
6112,6,63,15,1.04166666666667
6112,6,105,15,0
6125,1,21,21,0
6125,1,63,21,0
6125,1,105,21,0
6125,2,21,21,0
6125,2,63,21,0
6125,2,105,21,4.10958904109589
6125,3,21,21,0
6125,3,63,21,0
6125,3,105,21,5.12820512820513
6125,5,21,15,0
6125,5,63,15,0
6125,5,105,15,0
6125,6,21,15,0
6125,6,63,15,0
6125,6,105,15,0
6131,1,21,21,0
6131,1,63,21,0
6131,1,105,21,0
6131,2,21,21,0
6131,2,63,21,0
6131,2,105,21,0
6131,3,21,21,0
6131,3,63,21,0
6131,3,105,21,0
6131,4,21,15,0
6131,4,63,15,0
6131,4,105,15,0
6131,5,21,15,0
6131,5,63,15,0
6131,5,105,15,0
6131,6,21,15,0
6131,6,63,15,0
6131,6,105,15,0
6132,1,21,21,1.86915887850467
6132,1,63,21,13.4146341463415
6132,1,105,21,27.8688524590164
6132,2,21,21,0
6132,2,63,21,31.0344827586207
6132,2,105,21,30.7692307692308
6132,3,21,21,2.72727272727273
6132,3,63,21,43.2432432432432
6132,3,105,21,15.7142857142857
6132,4,21,15,0
6132,4,63,15,0
6132,4,105,15,4.44444444444444
6132,5,21,15,0
6132,5,63,15,4.6875
6132,5,105,15,3.77358490566038
6132,6,21,15,0
6132,6,63,15,1.2987012987013
6132,6,105,15,20.2898550724638
6136,1,21,21,0
6136,1,63,21,7.93650793650794
6136,1,105,21,66.6666666666667
6136,2,21,21,0
6136,2,63,21,11.2676056338028
6136,2,105,21,60.9375
6136,3,21,21,3.73134328358209
6136,3,63,21,33.6448598130841
6136,3,105,21,36.7088607594937
6136,4,21,15,0
6136,4,63,15,0
6136,4,105,15,1.53846153846154
6136,5,21,15,0
6136,5,63,15,0
6136,5,105,15,0
6136,6,21,15,0
6136,6,63,15,0
6136,6,105,15,1.31578947368421
6137,1,21,21,0
6137,1,63,21,0
6137,1,105,21,0
6137,2,21,21,0
6137,2,63,21,0
6137,2,105,21,0
6137,3,21,21,0
6137,3,63,21,0
6137,3,105,21,2.85714285714286
6137,4,21,15,0
6137,4,63,15,0
6137,4,105,15,0
6137,5,21,15,0
6137,5,63,15,0
6137,5,105,15,0
6137,6,21,15,0
6137,6,63,15,0
6137,6,105,15,1.21951219512195
6138,1,21,21,40.5405405405405
6138,1,63,21,54.5454545454545
6138,1,105,21,95.1612903225807
6138,2,21,21,36.5853658536585
6138,2,63,21,64.2857142857143
6138,2,105,21,91.8032786885246
6138,3,21,21,32
6138,3,63,21,48.3870967741936
6138,3,105,21,69.3181818181818
6138,4,21,15,0
6138,4,63,15,0
6138,4,105,15,0
6138,5,21,15,0
6138,5,63,15,2.73972602739726
6138,5,105,15,1.53846153846154
6138,6,21,15,0.909090909090909
6138,6,63,15,1.04166666666667
6138,6,105,15,1.17647058823529
6142,1,21,21,0
6142,1,63,21,4.70588235294118
6142,1,105,21,28.3582089552239
6142,2,21,21,0
6142,2,63,21,2.35294117647059
6142,2,105,21,17.5438596491228
6142,3,21,21,0.869565217391304
6142,3,63,21,4.10958904109589
6142,3,105,21,33.8461538461538
6142,4,21,15,0
6142,4,63,15,1.11111111111111
6142,4,105,15,1.53846153846154
6142,5,21,15,0
6142,5,63,15,0
6142,5,105,15,0
6142,6,21,15,0
6142,6,63,15,0
6142,6,105,15,1.28205128205128
6145,1,21,21,25.2873563218391
6145,1,63,21,63.6363636363636
6145,1,105,21,94.2857142857143
6145,2,21,21,42.6086956521739
6145,2,63,21,92.5
6145,2,105,21,90.1408450704225
6145,3,21,21,54.4
6145,3,63,21,95.7142857142857
6145,3,105,21,90.7894736842105
6145,4,21,15,0
6145,4,63,15,0
6145,4,105,15,9.67741935483871
6145,5,21,15,0
6145,5,63,15,1.44927536231884
6145,5,105,15,0
6145,6,21,15,0
6145,6,63,15,0
6145,6,105,15,11.864406779661
6148,1,21,21,0
6148,1,63,21,1.06382978723404
6148,1,105,21,7.2463768115942
6148,2,21,21,0.769230769230769
6148,2,63,21,0
6148,2,105,21,0
6148,3,21,21,0
6148,3,63,21,3.40909090909091
6148,3,105,21,6.06060606060606
6148,4,21,15,0
6148,4,63,15,0
6148,4,105,15,0
6148,5,21,15,0
6148,5,63,15,0
6148,5,105,15,0
6148,6,21,15,0
6148,6,63,15,0
6148,6,105,15,0
6150,1,21,21,0
6150,1,63,21,0
6150,1,105,21,7.8125
6150,2,21,21,0
6150,2,63,21,0
6150,2,105,21,20.9677419354839
6150,3,21,21,1.68067226890756
6150,3,63,21,1.08695652173913
6150,3,105,21,13.0434782608696
6150,4,21,15,0
6150,4,63,15,0
6150,4,105,15,0
6150,5,21,15,0
6150,5,63,15,0
6150,5,105,15,0
6150,6,21,15,0
6150,6,63,15,0
6150,6,105,15,0
6151,1,21,21,0
6151,1,63,21,0
6151,1,105,21,0
6151,2,21,21,0
6151,2,63,21,0
6151,2,105,21,0
6151,3,21,21,0
6151,3,63,21,0
6151,3,105,21,0
6151,4,21,15,0
6151,4,63,15,0
6151,4,105,15,0
6151,5,21,15,0
6151,5,63,15,0
6151,5,105,15,0
6151,6,21,15,0
6151,6,63,15,0
6151,6,105,15,0
6154,1,21,21,100
6154,1,63,21,100
6154,1,105,21,100
6154,2,21,21,100
6154,2,63,21,100
6154,2,105,21,100
6154,3,21,21,93.8775510204082
6154,3,63,21,100
6154,3,105,21,100
6154,4,21,15,91.8918918918919
6154,4,63,15,98.2456140350877
6154,4,105,15,100
6154,5,21,15,84.5070422535211
6154,5,63,15,93.6708860759494
6154,5,105,15,100
6154,6,21,15,83.3333333333333
6154,6,63,15,97.1014492753623
6154,6,105,15,100
6166,1,21,21,89.1891891891892
6166,1,63,21,95.7894736842105
6166,1,105,21,100
6166,2,21,21,93.6842105263158
6166,2,63,21,100
6166,2,105,21,100
6166,3,21,21,91.9642857142857
6166,3,63,21,100
6166,3,105,21,100
6166,4,21,15,58.1818181818182
6166,4,63,15,70
6166,4,105,15,89.6551724137931
6166,5,21,15,71.7948717948718
6166,5,63,15,91.4285714285714
6166,5,105,15,96.6101694915254
6166,6,21,15,69.1489361702128
6166,6,63,15,91.1764705882353
6166,6,105,15,95.5882352941177
6171,1,21,21,8.46153846153846
6171,1,63,21,13.9240506329114
6171,1,105,21,11.6883116883117
6171,2,21,21,42.3423423423423
6171,2,63,21,63.0952380952381
6171,2,105,21,68.8524590163934
6171,3,21,21,44.2477876106195
6171,3,63,21,50
6171,3,105,21,59.6153846153846
6171,4,21,15,4.90196078431373
6171,4,63,15,16.3636363636364
6171,4,105,15,11.6666666666667
6171,5,21,15,0
6171,5,63,15,1.49253731343284
6171,5,105,15,0
6171,6,21,15,0
6171,6,63,15,0
6171,6,105,15,0
6177,1,21,21,57.843137254902
6177,1,63,21,51.7647058823529
6177,1,105,21,61.4035087719298
6177,2,21,21,76.3636363636364
6177,2,63,21,72.7272727272727
6177,2,105,21,87.8378378378378
6177,3,21,21,77.1186440677966
6177,3,63,21,80.6818181818182
6177,3,105,21,95.1612903225807
6177,4,21,15,44.3037974683544
6177,4,63,15,81.6666666666667
6177,4,105,15,79.6610169491525
6177,5,21,15,84.6153846153846
6177,5,63,15,97.5
6177,5,105,15,100
6177,6,21,15,23.1884057971014
6177,6,63,15,61.2903225806452
6177,6,105,15,49.2957746478873
6180,1,21,21,70.9302325581395
6180,1,63,21,86.8131868131868
6180,1,105,21,94.7368421052632
6180,2,21,21,59.7701149425287
6180,2,63,21,94.6808510638298
6180,2,105,21,100
6180,3,21,21,32.1428571428571
6180,3,63,21,90.4761904761905
6180,3,105,21,100
6180,4,21,15,0
6180,4,63,15,5.26315789473684
6180,4,105,15,15.9090909090909
6180,5,21,15,18.8976377952756
6180,5,63,15,51.063829787234
6180,5,105,15,64.4859813084112
6180,6,21,15,22.4137931034483
6180,6,63,15,36.25
6180,6,105,15,68.4931506849315
6189,1,21,21,27.9661016949153
6189,1,63,21,91.304347826087
6189,1,105,21,98.5507246376812
6189,2,21,21,34.2342342342342
6189,2,63,21,89.5522388059701
6189,2,105,21,89.7058823529412
6189,3,21,21,59.375
6189,3,63,21,98.6301369863014
6189,3,105,21,100
6189,5,21,15,0
6189,5,63,15,8.23529411764706
6189,5,105,15,8.16326530612245
6189,6,21,15,0
6189,6,63,15,1.08695652173913
6189,6,105,15,6.09756097560976
6193,1,21,21,30.8411214953271
6193,1,63,21,62.962962962963
6193,1,105,21,80
6193,2,21,21,2.82485875706215
6193,2,63,21,4.8780487804878
6193,2,105,21,27.1604938271605
6193,3,21,21,36.8852459016393
6193,3,63,21,42.8571428571429
6193,3,105,21,84.7222222222222
6193,4,21,15,0
6193,4,63,15,2.5974025974026
6193,4,105,15,2.5974025974026
6193,5,21,15,0
6193,5,63,15,0
6193,5,105,15,1.16279069767442
6193,6,21,15,0.869565217391304
6193,6,63,15,5.63380281690141
6193,6,105,15,1.12359550561798
6195,1,21,21,20.1834862385321
6195,1,63,21,33.695652173913
6195,1,105,21,72.8813559322034
6195,2,21,21,8.69565217391304
6195,2,63,21,22.1052631578947
6195,2,105,21,50
6195,3,21,21,1.01010101010101
6195,3,63,21,20.4819277108434
6195,3,105,21,25.8064516129032
6195,4,21,15,1.21951219512195
6195,4,63,15,0
6195,4,105,15,16.1764705882353
6195,5,21,15,9.67741935483871
6195,5,63,15,16.9230769230769
6195,5,105,15,36.231884057971
6195,6,21,15,0
6195,6,63,15,2.56410256410256
6195,6,105,15,20
6198,1,21,21,54.0983606557377
6198,1,63,21,57.1428571428571
6198,1,105,21,84.5070422535211
6198,2,21,21,66.1538461538461
6198,2,63,21,55.8441558441558
6198,2,105,21,95.6521739130435
6198,3,21,21,21.2765957446809
6198,3,63,21,60.9756097560976
6198,3,105,21,72.6190476190476
6198,4,21,15,0
6198,4,63,15,1.13636363636364
6198,4,105,15,0
6198,5,21,15,0.961538461538462
6198,5,63,15,6.09756097560976
6198,5,105,15,9.52380952380952
6198,6,21,15,0
6198,6,63,15,1.88679245283019
6198,6,105,15,0
6201,1,21,21,10.1351351351351
6201,1,63,21,50
6201,1,105,21,22.4719101123595
6201,2,21,21,6.45161290322581
6201,2,63,21,13.9784946236559
6201,2,105,21,36.7088607594937
6201,3,21,21,4.8
6201,3,63,21,19.5121951219512
6201,3,105,21,19.1780821917808
6201,5,21,15,0
6201,5,63,15,0
6201,5,105,15,1.38888888888889
6201,6,21,15,0
6201,6,63,15,0
6201,6,105,15,1.20481927710843
6209,1,21,21,0
6209,1,63,21,0
6209,1,105,21,1.88679245283019
6209,2,21,21,0.847457627118644
6209,2,63,21,2.94117647058824
6209,2,105,21,2.85714285714286
6209,3,21,21,4.23728813559322
6209,3,63,21,12.3287671232877
6209,3,105,21,35.3846153846154
6209,5,21,15,0
6209,5,63,15,0
6209,5,105,15,0
6209,6,21,15,0
6209,6,63,15,0
6209,6,105,15,0
6210,1,21,21,0
6210,1,63,21,0
6210,1,105,21,0
6210,2,21,21,0
6210,2,63,21,0
6210,2,105,21,0
6210,3,21,21,2.12765957446809
6210,3,63,21,2.63157894736842
6210,3,105,21,2.5974025974026
6210,5,21,15,0
6210,5,63,15,0
6210,5,105,15,0
6210,6,21,15,0
6210,6,63,15,0
6210,6,105,15,0
6217,1,21,21,100
6217,1,63,21,100
6217,1,105,21,100
6217,2,21,21,61.3207547169811
6217,2,63,21,51.5625
6217,2,105,21,69.8412698412698
6217,3,21,21,83.9622641509434
6217,3,63,21,93.1818181818182
6217,3,105,21,69.0140845070423
6217,5,21,15,11.4754098360656
6217,5,63,15,41.5384615384615
6217,5,105,15,12.7272727272727
6217,6,21,15,3.03030303030303
6217,6,63,15,20
6217,6,105,15,0
6220,1,21,21,50.6172839506173
6220,1,63,21,45.2054794520548
6220,1,105,21,73.2394366197183
6220,2,21,21,63.7362637362637
6220,2,63,21,70
6220,2,105,21,63.6363636363636
6220,3,21,21,50
6220,3,63,21,64
6220,3,105,21,60.3448275862069
6220,5,21,15,0
6220,5,63,15,0
6220,5,105,15,0
6220,6,21,15,2.41935483870968
6220,6,63,15,1.38888888888889
6220,6,105,15,1.69491525423729
6231,1,21,21,54.8387096774194
6231,1,63,21,45.8333333333333
6231,1,105,21,54.6875
6231,2,21,21,71.5909090909091
6231,2,63,21,67.7966101694915
6231,2,105,21,63.5135135135135
6231,3,21,21,56.1643835616438
6231,3,63,21,69.5652173913043
6231,3,105,21,77.1929824561403
6231,5,21,15,16.4179104477612
6231,5,63,15,7.57575757575758
6231,5,105,15,22.9166666666667
6231,6,21,15,16.504854368932
6231,6,63,15,44.0677966101695
6231,6,105,15,26.25
6242,1,21,21,0
6242,1,63,21,0
6242,1,105,21,23.5294117647059
6242,2,21,21,0
6242,2,63,21,1.66666666666667
6242,2,105,21,1.01010101010101
6242,3,21,21,0.72992700729927
6242,3,63,21,6.19469026548673
6242,3,105,21,27.5510204081633
6242,4,21,15,0
6242,4,63,15,0
6242,4,105,15,2.1978021978022
6242,5,21,15,0
6242,5,63,15,1.0989010989011
6242,5,105,15,0
6242,6,21,15,0
6242,6,63,15,0
6242,6,105,15,0
6243,1,21,21,100
6243,1,63,21,100
6243,1,105,21,100
6243,2,21,21,82.8282828282828
6243,2,63,21,100
6243,2,105,21,100
6243,3,21,21,100
6243,3,63,21,100
6243,3,105,21,100
6243,4,21,15,6.06060606060606
6243,4,63,15,62.3188405797101
6243,4,105,15,58.6206896551724
6243,5,21,15,1.13636363636364
6243,5,63,15,43.5897435897436
6243,5,105,15,53.0120481927711
6243,6,21,15,15.2671755725191
6243,6,63,15,40
6243,6,105,15,64.9350649350649
6255,1,21,21,2.17391304347826
6255,1,63,21,0
6255,1,105,21,11.5942028985507
6255,2,21,21,1.96078431372549
6255,2,63,21,0
6255,2,105,21,0
6255,3,21,21,1.06382978723404
6255,3,63,21,0
6255,3,105,21,0
6255,4,21,15,0
6255,4,63,15,0
6255,4,105,15,0
6255,5,21,15,0
6255,5,63,15,0
6255,5,105,15,0
6255,6,21,15,0
6255,6,63,15,0
6255,6,105,15,0
6268,1,21,21,2.35294117647059
6268,1,63,21,0
6268,1,105,21,0
6268,2,21,21,0
6268,2,63,21,0
6268,2,105,21,3.27868852459016
6268,3,21,21,7.69230769230769
6268,3,63,21,3.27868852459016
6268,3,105,21,0
6268,4,21,15,0
6268,4,63,15,0
6268,4,105,15,0
6268,5,21,15,0
6268,5,63,15,0
6268,5,105,15,0
6268,6,21,15,0
6268,6,63,15,0
6268,6,105,15,0
6913,1,21,21,77.319587628866
6913,1,63,21,85.5555555555556
6913,1,105,21,75.3846153846154
6913,2,21,21,59.2920353982301
6913,2,63,21,58.4415584415584
6913,2,105,21,70.4225352112676
6913,3,21,21,92.1052631578947
6913,3,63,21,85.7142857142857
6913,3,105,21,92.7536231884058
6913,5,21,15,7.95454545454545
6913,5,63,15,15.4761904761905
6913,5,105,15,19.2307692307692
6913,6,21,15,5.51181102362205
6913,6,63,15,23.5294117647059
6913,6,105,15,28.0701754385965
6965,1,21,21,0
6965,1,63,21,0
6965,1,105,21,0
6965,2,21,21,0
6965,2,63,21,0
6965,2,105,21,0
